year,ISO3,ADM0_NAME,ADM0_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2020,UKR,Ukraine,UA,23654799,20411345,44066144,938291,1212138,1143645,956415,1067851,1400210,1802656,1816923,1658621,1616770,1521725,1777599,1739840,1546319,1134492,893970,1427334,1000212,1287299,1211782,1014260,1130673,1472268,1858856,1835650,1592838,1486561,1318228,1415949,1251072,979037,621400,394746,540514,1938503,2499437,2355427,1970675,2198524,2872478,3661512,3652573,3251459,3103331,2839953,3193548,2990912,2525356,1755892,1288716,1967848
